Tweets,Task A
"Modi eats Taiwanese mashrooms which cost 80,000 per piece he eats 5 daily: Alpesh Thakor Modi gets diamond facial worth 8 lacs: Pawan Khera Latest by HDK Modi applies Wax and Makeup that's why his face shines ",1
" Rahul Gandhi, president of India\s main opposition Congress party, conceded on Thursday he had lost his seat in the famous family\s long-held home constituency.\r\n""Smriti Irani [of the BJP] has won in Amethi and I congratulate her. The people of Amethi have gi\u2026 [+1382 chars]",0
"If Tamil Nadu stood like a fortress guarding against the BJP’s entry despite the national party forging a rainbow alliance strong in arithmetic, it was because of the DMK-led Secular Progressive Alliance’s success in capitalising on the narrative built by fringe pro-Tamil groups that Prime Minister Narendra Modi was working against the State’s interests",0
" BJP pitted Sadhvi Pragya Singh Thakur against Congress veteran Digvijaya Singh in Bhopal. (File)\r\nA BJP bastion for past 30 years, Bhopal, the capital city of Madhya Pradesh, saw a highly polarised battle between BJP candidate and Malegaon blast accused Sadhv\u2026 [+3628 chars]',",0
Its very strange-BJP President Sh Amit Shah himself says that do not vote for Meenakshi Lekhi! Then why should anyone vote for Lekhi ji? Please watch this video sent by @Kundra_Vishal ,1
" Delhi Chief Minister Arvind Kejriwal being offered a bite by BJP MLA Vijender Gupta as Dy CM Manish Sisodia looks on at an Iftar party in New Delhi. (Photo: PTI)\r\nAn iftar, hosted by the AAP government, Monday witnessed a bonhomie between Chief Minister Arvin\u2026 [+1131 chars]',",0
" The BJP said its slogans in West Bengal would be ""Jai Shri Ram"" and ""Jai Maha Kali and the party would campaign in the state till the Trinamool Congress (TMC) government was ousted.\r\n""Our slogans in Bengal would be \'Jai Shri Ram\' and \'Jai Maha Kali\'. Bengal\u2026 [+2276 chars]',",0
" Former Law Minister Ashwani Kumar\r\nSenior Congress leader and former Law Minister Ashwani Kumar has said that Prime Minister Narendra Modi has a right to defend himself but he cannot denigrate the dead.\r\nHe was referring to Modis remarks on Rajiv Gandhi in hi\u2026 [+2050 chars]',",0
"In a rare decision, the Election Commission of India invoked Article 324 of the constitution on Wednesday and said that campaigning for the Lok Sabha polls in West Bengal will end on 10 pm on Thursday.",0
"Election Commissioner Ashok Lavasa has stopped attending meetings to decide on violations of the Model Code of Conduct over his ""minority decisions going unrecorded"", correspondence reviewed by NDTV finds. Some of his objections involve the Election Commission's clean chit to Prime Minister Narendra Modi in six instances.",0
"Election 2019: The announcement of Ravi Shankar Prasad as the BJP candidate from his seat proved to be the last straw for Mr Sinha, who switched over to the Congress, which fielded him from his sitting seat.",0
This is the @ShashiTharoor Congress' truth by paying the crowd with money. #FirEkBarModiSarkar @myogiadityanath @JaiShreeRam90 @Atheist_Ferry @Being_Humor,1
" Opinions expressed by Entrepreneur contributors are their own.\r\nGreenlane Holdings, Inc., a U.S. vape distributor, went public on the Nasdaq in April. Greenlane is the first U.S. cannabis company to obtain a Nasdaq listing and may well bode the beginning of t\u2026 [+8197 chars]",0
" (Bloomberg) \u2014 India will launch a lunar mission on July 15, attempting to become the fourth country to land on the moon and cementing its place among the world\u2019s space faring nations.\r\nThe Chandrayaan-2 mission aims to deliver a rover to an elevated plane clo\u2026 [+4067 chars]",0
" (Left to Right) Prime Minister Narendra Modi, Congress president Rahul Gandhi, BJP president Amit Shah and BSP supremo Mayawati. (PTI)\r\nCampaigning in the bitterly fought marathon Lok Sabha elections spread over 38 days drew to a close on Friday as top leader\u2026 [+3488 chars]',",0
"These are the same people who said that terrorists are born in madarsas. Today, these people are stumping in the same madarsas for the vote.",1
" Jagan, KCR visit to Delhi for Modis swearing-in cancelled\r\nAndhra Pradesh Chief Minister Y.S. Jagan Mohan Reddys visit to New Delhi to attend the swearing-in of Narendra Modi as the Prime Minister has been cancelled.\r\nParty sources said that Mr. Jagan had to \u2026 [+3313 chars]',",0
" Lok Sabha Election 2019 LATEST Updates:\xa0In the BJP\'s last press conference for this election season, Amit Shah said, ""Pragya Thakur\'s candidature is our satyagraha against \'saffron terror\' tag. I want to tell the Congress, some people were arrested in connect\u2026 [+7431 chars]',",0
" Sonia, Rahul &amp; Priyanka pay tribute to Rajiv Gandhi on death anniversary',",0
"Before elections Shri Modi had promised he would bring back black money and credit everyone's account with Rs 15 lakh. However, according to government figures only Rs 3770 crore have been disclosed. So does this mean that instead of Rs 15 lakh, Modi-government will credit everyone's account with a meager Rs 18?",1
"The BJP, for the first time, is set to form a government with the support of its own MLAs in Arunachal Pradesh. Latest reports from the state have confirmed that the party has won 15 seats and is ahead in 11 of the 57 assembly seats where elections were held on April 11.",0
"PATNA: Senior Congress leader Shakeel Ahmed on Monday resigned as the party’s spokesperson and announced to contest for  the Madhubani Lok Sabha seat against Grand Alliance (GA) candidate Badri Kumar Purve of Vikassheel Insaan Party (VIP) and Ashok Kumar Yadav of BJP. VIP is a GA partner in Bihar, along with RJD, Congress, HAM(S) of former CM Jitan Ram Manjhi and RLSP led by former Union minister Upendra Kushwaha. ",0
I finally got it. The BJP and the RSS...  Are not God-Ke Lovers.   They are God-Se Lovers.,1
" NEW DELHI: Nearly 1.5 crore young ""digital natives most of whom cast their votes for the first time, chose to vote for Narendra Modi as India\'s next prime minister and Chinese short video-sharing app TikTok played a great role in creating a ""Modi wave"" amon\u2026 [+2455 chars]',",0
" As hashtags #ModiAaGaya and #ModiPhirSe trend on social media, some have created an interesting new acronym for the Electronic Voting Machine (EVM) \u2014 Everyone Voted Modi. (Express Photo: Shashi Ghosh)\r\nThough the Congress gained wind in its sails after postin\u2026 [+2005 chars]',",0
" The main accused in the killing of Surendra Singh, a close aide of Amethi MP Smriti Irani was arrested on May 31 following an encounter with police in Amethi, officials said.\r\nWaseem was held in Shalhapur area under the Jamo police station area on May 30 nigh\u2026 [+783 chars]",0
" NEW DELHI (Reuters) - Rahul Gandhi, the president of India\u2019s opposition Congress party, said he had lost his own parliament seat in a family borough in a northern state in the biggest upset of the election on Thursday. \r\nPrime Minister Narendra Modi\u2019s Bharati\u2026 [+562 chars]',",0
" Bhagwant Mann, the lone AAP member in the new Lok Sabha, Friday said the ""Modi wave"" could not shake him off because he had earned the people\'s trust and asserted that the electorate has given ""one last chance"" to the Congress in Punjab ahead of 2022 Assembly\u2026 [+2022 chars]',",0
The Congress is likely to hold its ground in light of the people’s reluctance to give the SAD political primacy while the BJP continues to remain a smaller partner in the state despite a favourable mood for the party in North India,0
" By Devjyot Ghoshal\r\nNEW DELHI (Reuters) - Rahul Gandhi is set to face a backlash from within the main Indian opposition Congress party after it suffered a mauling for a second general election in a row from Prime Minister Narendra Modi's Hindu nationalist par\u2026 [+4217 chars]"",",0
"The BJP is all set for a clean sweep in Rajasthan again with the party bagging six seats and leading in 18 others in the Lok Sabha election results declared Thursday, barely five months after it lost to the Congress in the assembly polls.",0
" I dont fake things. Sometimes, if I dont want to speak the truth, I can tell you the extended truth. But I dont lie.\r\nAt a primary school in Varanasi, Vaibhav Kapoor, Bharatiya Janata Party leader and head of the partys social media campaign, made this remark\u2026 [+19270 chars]',",0
" CLAIM\r\nMany social media users are sharing a video showing a lot of people, distinctively Muslim, waving the Bharatiya Janata Party (BJP) flags and cheering for the Party, with a claim that the video is of people in Balochistan celebrating the landslide victo\u2026 [+2371 chars]",0
" Indian Prime Minister Narendra Modi is adorned with a garland of flowers by members of his political party at their headquarters in New Delhi on Thursday, following a victory in the country's national elections.\r\nPrakash Singh/AFP/Getty Indian Prime M\u2026 [+4167 chars]"",",0
" SASARAM/BUXAR (BIHAR): Lambasting the Congress over Sam Pitrodas hua to hua remark on the 1984 anti-Sikh riots, Prime Minister Narendra Modi on Tuesday said the nation is fed up and is saying ""ab bahut hua"" (enough is enough). \r\nModi charged that Pitroda\'s co\u2026 [+4116 chars]',",0
" Kejriwal is learnt to have defended the pamphlets message, saying that it is intended to curb bribery as it advises electors not to vote for the party that gives them money. (File)\r\nThe Election Commission (EC) has issued a warning to the Aam Aadmi Party (AAP\u2026 [+1637 chars]',",0
" Pragya Thakur campaigns for Mahendra Solanki in Dewas,MP, on Wednesday.\r\nFormer judge and BJP candidate from Dewas Mahendra Solanki on Wednesday found support from an unlikely quarter. Malegaon blast case accused Sadhvi Pragya Thakur hit the campaign trail fo\u2026 [+2316 chars]',",0
" BJP\u2019s Sadhvi Pragya Singh Thakur defeated Congress veteran Digvijaya Singh in Bhopal. (File)\r\nAfter losing to BJP\u2019s Pragya Singh Thakur from Bhopal Lok Sabha seat, senior Congress leader Digvijaya Singh Friday said it was a matter of concern that Mahatma Gand\u2026 [+1926 chars]',",0
"  Narendra Modi is seen by his supporters as one of their own\r\nNarendra Modi's landslide win proves that his story of a humble tea-seller who rose through the ranks of his party to become India's prime minister continu\u2026 [+8231 chars]"",",0
" West Bengal Chief Minister Mamata Banerjee. (File/Reuters)\r\nBorrowing from Rahul Gandhi\u2019s election playbook, West Bengal Chief Minister Mamata Banerjee egged the crowd at a TMC rally in Bengal to chant \u2018chowkidar chor hai\u2019, a phrase used by the Congress chief\u2026 [+1352 chars]',",1
"In his first appearance at a press conference since he came to power in 2014, Prime Minister Narendra Modi asserted in opening remarks that the BJP will come back to power with a full majority on its own, but refused to take any questions, citing party discipline.",0
"For all the surveillance by the Election Commission, cash has found its way to voters in almost every constituency in Tamil Nadu, suggest reports from the ground. The sums ranged from Rs 300 to Rs 2,000 per voter, with voters offered double wherever assembly byelections are on.",1
" Mr Modi meditated at a holy cave in the northern Indian state of Uttarakhand\r\nIndias Prime Minister Narendra Modi took a spiritual break on the eve of the final day of voting in the countrys general election.\u2026 [+1357 chars]"",",0
"Going Viral
Why Modi is burning tricolour in Biha, 72 father's births",1
" During Kejriwals roadshow. While Patiala treated him with indifference, Rajpura was responsive with some turning up to listen to him in city market. (Express photo by Harmeet Sodhi)\r\nDelhi Chief Minister and national Convener of Aam Aadmi Party (AAP) Arvind K\u2026 [+5009 chars]',",0
" Results for Indias general election released on 23 May saw a landslide victory for the Bharatiya Janata Party (BJP), which increased its huge parliamentary majority. \r\nThe margins of victory\r\nNarendra Modi and his ruling BJP have swept back to power. The par\u2026 [+1458 chars]"",",0
# Modi ji # How long will #define be stupid? Do you bow to the statue of Gandhiji # Godse # to # also #punch #what #samam #,1
"Like Kashmir, Muslims fleeing Hindus from Bengal to Bengal.See Bhagtee Hindu, helpless police burning house.Look at Bengal who does not see Kashmir.",1
" National Conference (NC) president Farooq Abdullah on Friday said, Prime Minister Narendra Modi cannot remove Article 35A and Article 370 that grant special status to Jammu and Kashmir.\r\nFielding media queries at the party headquarters in Jammu, he said, \u201cNo \u2026 [+1390 chars]',",0
Wow very bold of Amul to put up this hoarding! #CongressChorHai #RahulGandhiChorHai #SoniaGandhiChorHai #HarGharModi #Loksabhaelections2019,1
" (OXON HILL, Md.) \u2014 By any measure, Shruthika Padhy is one of the most accomplished spellers in this year\u2019s Scripps National Spelling Bee. And for spellers who are nervous or less experienced, she offers a master class every time she steps to the microphone.\r\n\u2026 [+4922 chars]',",0
"Please send this video to your relatives who are residing in a poll-bound state. If our society doesn’t come out in huge numbers for Modi then these heretics, “Bangladeshi and Rohingya Muslims”, will repeat this act across the country, as they did in Kolkata. There’s still some time left, wake up",1
" In the tweet, Kejriwal tagged Modi\u2019s tweet in which he said Delhi government brought in \u201cnakampanthi\u201d (non-performance) model of governance.\r\nDelhi Chief Minister Arvind Kejriwals allegations that the BJP wanted to get him killed, and his personal security de\u2026 [+2775 chars]",1
" Malegaon blast accused and BJP candidate from Bhopal Pragya Singh Thakur. (File)\r\nA political storm has erupted over BJP\u2019s candidate from Bhopal Lok Sabha seat Pragya Singh Thakur\u2019s remarks that Mahatma Gandhi\u2019s assassin Nathuram Godse was a \u201cpatriot\u201d. Respon\u2026 [+4083 chars]',",0
"Prime Minister Narendra Modi is now speaking at his first ever press conference. At the media interaction, PM Modi said,""I believe we can say some things proudly We are the biggest democracy in the world but to showcase our capability is a responsibility we all share."" He added that ",0
"While the party’s old guard questioned Parminder Singh Dhindsa’s move to contest Lok Sabha election from Sangrur, many in SAD praised him for coming to the party’s rescue in its tough times and keeping aside his father’s grouse against the top leadership.",0
" Punjab Congress Chief Minister Amarinder Singh and Congress chief Rahul Gandhi. (File)\r\nThe Congress, which won eight of the 13 Lok Sabha seats in Punjab, was also the prime choice in a majority of the Dalit population dominated constituencies. The SAD-BJP co\u2026 [+2560 chars]',",0
"Modi spends Rs 80 lakh a month on make-up? You can see the difference, And he still looks like darinda type.",1
" Social media allows celebrities to stay connected with their fans, but it also has an ugly side. It can be a hazard at times, especially when you are a celebrity. Trolling and hateful comments are unavoidable. But celebrates like Salman Khan have a simple way\u2026 [+3126 chars]',",0
" New Delhi:\xa0Prime Minister Narendra Modi flew 1.5 lakh kilometres and addressed 142 public rallies during the most extensive campaign for a Lok Sabha election since Independence, BJP president Amit Shah said Friday.\r\nAddressing a press conference in New Delhi \u2026 [+1810 chars]',",0
" BJP supporters celebrate at party headquarters Kamalam in Koba near Gandhinagar on Thursday. (Photo by Javed Raja)\r\nThe BJP not only repeated its 2014 tally by winning all the 26 Lok Sabha seats in Gujarat, but it also improved its vote share by three percent\u2026 [+5291 chars]',",0
" In probably one of the most controversial ticket distributions, the BJP in Bhopal has fielded 2008 Malegaon blast accused Pragya Singh Thakur against Congress\' Digvijaya Singh, whom the saffron party accuses of ""propagating the idea of Hindu terror."" Since he\u2026 [+388 chars]',",0
" NEW DELHI: After Jawaharlal Nehru and Indira Gandhi, Narendra Modi is the third prime minister of the country who has been able to retain power for a second term with full majority in Lok Sabha.\r\nAs counting goes on across the country on Thursday, trends show\u2026 [+2853 chars]',",0
" During the 1992 United States presidential elections, a campaign slogan coined by James Carville campaign manager for Bill Clinton hit the mark and struck a chord with the voters. Clinton defeated the incumbent Republican president George HW Bush, and the cat\u2026 [+6637 chars]',",0
" ISLAMABAD (Reuters) - Pakistani Prime Minister Imran Khan congratulated India\u2019s Narendra Modi on the runaway election victory of his Hindu-nationalist Bharatiya Janata Party (BJP). \r\n\u201cI congratulate Prime Minister Modi on the electoral victory of BJP and alli\u2026 [+608 chars]',",0
" NEW DELHI: Breaking their silence over the debacle in Uttar Pradesh, Samajwadi Party (SP) leaders said the SP-BSP alliance was delayed and its message did not reach the people, adding that the Congress should have been part of the alliance.\r\n\u201cI think our (SP \u2026 [+2166 chars]',",0
" The Bengaluru traffic police have made traffic arrangements near the counting centres.Express Photo by Ralph Alex Arakal.\r\nAs the counting process for the 2019 Lok Sabha elections is scheduled to take place on May 23 starting 8 am in Bangalore, The Bengaluru \u2026 [+2766 chars]",0
"Prime Minister Narendra Modi, attending his first press conference in five years on Friday, didn't take a single question. PM Modi passed on the one question addressed to him to BJP president Amit Shah, calling himself a ""disciplined soldier"" of the party. ""No, no, not me. We don't speak in front of the president,"" the Prime Minister told a reporter at the press meet held just before the end of the national election campaign.",0
" COLOMBO: President Maithripala Sirisena has pardoned firebrand monk Gnanasara Thero, according to top government sources. He has signed the papers, they have been sent to the Justice Ministry, said a senior official who did not wish to be named.\r\nThe Buddhist\u2026 [+2549 chars]',",0
" Bahujan Samaj Party president Mayawati on Friday termed the BSP-Samajwadi Party-Rashtriya Lok Dal alliance a combine of ideas.\r\nUnlike the Bharatiya Janata Party, this alliance is one of ideas and it will not sit silent till it uproots the Yogi Adityanath gov\u2026 [+1747 chars]",1
" Between 11 April and 19 May, hundreds of millions of Indians voted for members of the Lok Sabha, the lower house of parliament, which has 543 elected seats. Live results commenced at 08:00 local time (02:30 GMT).\r\nVotes counted on 23 May will show if the alli\u2026 [+769 chars]',",0
"  Narendra Modi (L) has some worrying economic concerns as he starts a second term\r\nIndia's economy has grown at its slowest pace in almost five years, according to the latest data released by the government.\r\nThe new \u2026 [+5802 chars]"",",0
"Prime Minister Narendra Modi appealed to the workers of Bharatiya Janata Party (BJP) on Thursday and said that contestants from other political parties were not enemies because they too were working to strengthen democracy. Speaking to the BJP workers in Varanasi before filing his nomination for the Lok Sabha seat, Modi said election was not a war but a festival of democracy.",0
"ndhra Pradesh Chief Minister N Chandrababu Naidu on Saturday met Samajwadi Party chief Akhilesh Yadav and his alliance partner Mayawati in Lucknow, hours after he discussed firming up a non-BJP front with Congress President Rahul Gandhi in the national capital. He also met Nationalist Congress Party chief Sharad Pawar.",0
" New York, May 29 (IANS) Time magazine, which published a cover story before the Indian election calling Prime Minister Narendra Modi the ""Divider in Chief"", has in a quick about-face run report with a headline, ""Modi Has United India Like No Prime Minister in\u2026 [+3838 chars]",0
" AFPImage Mr Modi\s Hindu nationalist politics were under scrutiny in the marathon election\r\nPrime Minister Narendra Modi has thanked the people of India for giving him a ""historic mandate"" of five more years in office, after a landsli\u2026 [+7272 chars]",0
" NEW DELHI (Reuters) - The head of India\u2019s main opposition Congress party, Rahul Gandhi, offered to quit on Saturday after a crushing election defeat but senior party officials rejected his offer and called instead for a major internal shake-up. \r\nGandhi, 48 a\u2026 [+2323 chars]'",0
" (NEW DELHI) \u2014 Indians voted Sunday in the next-to-last round of a six-week-long national election marked by a highly acrimonious campaign that has seen Prime Minister Narendra Modi blame opposition party chief Rahul Gandhi\u2019s family for the country\u2019s ills.\r\nSu\u2026 [+5949 chars]',",0
" The seat has been held by the BJP since 1994.\r\nBypoll in Panaji on Sunday recorded a voter turnout of 75 per cent. The bypoll was necessitated by the death of Goa Chief Minister Manohar Parrikar in March.\r\nThe election is witnessing a four-cornered fight betw\u2026 [+1034 chars]',",0
Read more at:,0
" One wonders which direction Indian democracy is headed upon hearing Congress president Rahul Gandhis renewed attack on the Prime Minister (Modis campaign filled with hatred: Rahul, June 9). The campaigning during the general election was marred by personal in\u2026 [+339 chars]',",0
" Last time polling was marred by violence in Bengal, TMC MP Moon Moon Sen wasn’t aware of it because she ‘got her bed tea late’. This time, though the MP seems to have followed the developments, she thinks this is “a tiny bit of violence”.",1
"The government is learnt to have cleared the names of four judges for elevation to the Supreme Court, sources said, on May 22.",0
" An Indian Muslim woman displays indelible ink mark on her finger after her casting at a polling station, Bengali Tola Inter college in Varanasi, India, Sunday, May 19, 2019. Indians are voting in the seventh and final phase of national elections, wrapping up \u2026 [+199 chars]",0
"  Many see the election as a referendum on Mr Modi who won a landslide in 2014\r\nIndians will finally find out on Thursday who won the general election after a long and bitter campaign.\r\nPrime Minister Narendra Modi, whose B\u2026 [+6713 chars]',",0
Andhra Pradesh Chief Minister and TDP president Nara Chandrababu Naidu and other leaders of Opposition parties will hold a meeting on May 21 over election-related issues.,0
"Muslims beating one Brahman in WB in front of his daughter . During Pooja in his house , the bell sound should not heard by any body. This is common in West Bengal in Muslim dominated areas. No media is covering the atrocities on Hindus.Whereas human rights wings",1
@raghav_chadha Son Raghav Chadha is not so easy to drive Biharis out of Delhi today 90% Bihari is @Aap_Burari_02 @majorgauravarya @ArvindKejriwal @AamAadmiParty @AtishiAAP @BJP4India in Delhi.,0
" By Santosh DesaiNarendra Modi\u2019s resounding victory is above all his own. This is a vote that has risen above regional and caste considerations, and signalled its strong preference for a single leader.\r\nBut Modi\u2019s win-all marks other victories. The TV anchor h\u2026 [+4686 chars]',",0
" Image Shaukat Ali was accosted by a mob in Assam state\r\nWith an increase in hate crimes against Muslims in India in recent years, some fear the world's largest democracy is becoming dangerously intolerant under the Hindu nationalist Bharatiya Janata\u2026 [+9718 chars]"",",1
Prime Minister Narendra Modi’s recent remarks on the misuse of an Indian Navy warship by late Prime Minister Rajiv Gandhi has divided retired naval officers on their accounts of a 30 year old event.,0
" Amid the Bharatiya Janata Party\u2019s landslide victory in India\u2019s parliamentary elections, one result stood out, in the town of Amethi, near the border with Nepal. There, the family that has dominated Indian politics since the country\u2019s independence more than 70\u2026 [+4917 chars]",0
" New Delhi: Elected NDA leader again to serve a second term, Prime Minister Narendra Modi on Saturday sought to reach out to minorities saying there will be no discrimination against anyone on the basis of caste, sect and religion and gave a new slogan of ""tru\u2026 [+2145 chars]',",0
" Prime Minister Narendra Modi on Tuesday took to Twitter to pay tribute to former PM Rajiv Gandhi on his 28th death anniversary.\r\nTributes to former PM Shri Rajiv Gandhi on his death anniversary, Mr. Modi tweeted.\r\nThis comes after Mr. Modi dubbed Rajiv Gandhi\u2026 [+464 chars]',",0
" Lashing out at the opposition parties, Prime Minister Narendra Modi said Tuesday the Congress and the RJD will push 21st century India into darkness, if voted to power.\r\nAddressing a rally here, Modi also claimed that it was just the ""BJP-led NDA dispensation\u2026 [+1187 chars]',",0
" Police resorted to firing tear gas shells and water cannons to disperse them. (Reuters)\r\nClashes broke out between BJP workers and police personnel here on Wednesday during a massive rally organised by the party in protest against post-poll violence and an al\u2026 [+1226 chars]',",0
"  Many see the election as a referendum on Mr Modi who won a landslide in 2014\r\nIndians will finally find out on Thursday who won the general election after a long and bitter campaign.\r\nPrime Minister Narendra Modi, whose B\u2026 [+6713 chars]',",0
The Supreme Court on Tuesday issued a notice to Congress president Rahul Gandhi with respect to the contempt petition filed against him by Bharatiya Janata Party MP Meenakshi Lekhi.,0
"While the odds had slowly piled up against the All India Anna Dravida Munnetra Kazhagam (AIADMK) in the run-up to the Lok Sabha elections, there were a number of lingering questions that kept the outcome of the 2019 polls still in question.",0
" NEW DELHI/MUMBAI (Reuters) - WhatsApp clones and software tools that cost as little as $14 are helping Indian digital marketers and political activists bypass anti-spam restrictions set up by the world\u2019s most popular messaging app, Reuters has found. \r\nThe ac\u2026 [+6124 chars]',",0
" Buxar:\xa0Lashing out at the opposition parties, Prime Minister Narendra Modi said today the Congress and the RJD will push 21st century India into darkness, if voted to power.\r\nAddressing a rally in the city, PM Modi also claimed that it was just the ""BJP-led N\u2026 [+1512 chars]',",0
The Central Bureau of Investigation (CBI) has given a clean chit to Samajwadi Party (SP) leaders Mulayam Singh Yadav and Akhilesh Yadav in connection with a disproportionate assets case.,0
" Congress President Rahul Gandhi lost the Amethi seat to BJP\u2019s Smriti Irani after 15-years. (Express photo by Praveen Khanna)\r\nRahul Gandhi-led Congress Party will hold its first review meeting Saturday to discuss its defeat in the Lok Sabha elections. Congres\u2026 [+2629 chars]',",0
"Ever since its alliance with the TDP broke down in early 2018, the Bharatiya Janata Party (BJP) has claimed to be in a position to call the shots in government formation in Andhra Pradesh (A.P.). But its dream has hit a road block with a complete rout in both the Assembly and Lok Sabha polls.",0
" Image Shaukat Ali was accosted by a mob in Assam state\r\nWith an increase in hate crimes against Muslims in India in recent years, some fear the world's largest democracy is becoming dangerously intolerant under the Hindu nationalist Bharatiya Janata\u2026 [+9718 chars]",1
"This is a brilliant analysis by @sherryontopp of how Modi co-opt people who start out with same degree of integrity. 

@arunjaitley 
@smritiirani 

As Swami feel, most people are co-opted as they are weak and baseless.

#MainHindustanHoon 
#2019Elections 
#LokSabhaElections2019",1
"Around six months after the BJP lost the Assembly elections in Madhya Pradesh, Rajasthan and Chhattisgarh to the Congress, the party, along with an ally, carried out a near complete sweep of the Lok Sabha seats in the three states, winning 62 out of the 65 constituencies.",0
"This is based on the online 'refund status' service provided by the Tax Information Network of the Income Tax Department, managed by NSDL e-Governance Infrastructure Limited.The refund status since the assessment year 2001-02 can be checked online with an individual's PAN",0
" Joynagar Election Results 2019: Joynagar went to polls on Sun, May 19, 2019 (Image Source: data.indianexpress.com)\r\nJoynagar (West Bengal) Lok Sabha Election Results 2019 Live: The Joynagar Lok Sabha constituency went to polls on Sun, May 19, 2019. In the las\u2026 [+2233 chars]",0
"BJP president Amit Shah’s road show in Kolkata was marred by clashes between workers of his party and those of the Trinamool Congress. The saffron party later complained to the Election Commission, while the TMC accused it of bringing “outsiders” to the state to foment trouble.",0
"Attacking the Election Commission for curtailing the campaigning for the last phase of polls in West Bengal, TMC supremo Mamata Banerjee on Wednesday said it is an ""unprecedented, unconstitutional and unethical gift"" to Prime Minister Narendra Modi by the poll panel.",0
" KP Yadav, BJP MP from Guna constituency\r\nBJP MP from Guna Lok Sabha constituency, KP YADAV, used to be a representative of former union minister and Congress leader Jyotiraditya Scindia till early last year. The 43-year-old switched loyalty to the BJP, lost a\u2026 [+2311 chars]',",0
"Since the beginning of the 2019 general elections in India, authorities have seized cash, liquor, narcotics, precious metals and other items worth more than Rs. 3166 crore as of April 25, 2019.",0
"The fourth phase of the 2019 general elections will see the highest youth representation as of yet, with 9.59% of the candidates between the age of 25 and 30 years.With only 72 constituencies going to polls, this will be one of the smallest phases out of the seven phases of the world’s largest elections, but will see some of the biggest electoral battles.",0
"Join the BJP, all sins will be gone.",1
" The exit polls on Sunday indicated a windfall for the Bharatiya Janata Party (BJP) and its allies will emerge with majority seats in Assam.\r\nWhile the politics of identity and migration have always taken centre-stage in every election in the Northeast, the pu\u2026 [+10488 chars]',",0
BJP leaders said sitting Barmer MP Col. Sonaram was not fielded in 2019 Lok Sabha elections considering his age (he is 78) and party’s defeat in assembly segments of the Lok Sabha constituency in the state polls held last year.,0
" After false messages on WhatsApp last year sparked mob lynchings in India, the company restricted forwarding of a message to only five users. (Representational WhatsApp clones and software tools that cost as little as $14 are helping Indian digital ma\u2026 [+6186 chars]",0
"Rate this Yajid woman in just $ 10 (Ur Ratelists of the drum are written) Loot goods very cheap. Think if it was our sister or daughter then ..! If there is still no one can do anything like Jayachandra .. Bengal, some districts of Alwar, where your daughters are kidnapped and there is no way to know!",1
" (NEW DELHI) \u2014 Indians voted Sunday in the next-to-last round of a six-week-long national election marked by a highly acrimonious campaign that has seen Prime Minister Narendra Modi blame opposition party chief Rahul Gandhi\u2019s family for the country\u2019s ills.\r\nSu\u2026 [+5949 chars]',",0
Prime Minister Narendra Modi and West Bengal Chief Minister Mamata Banerjee were on Thursday locked in a blame game over the vandalisation of the bust of Ishwar Chandra Vidyasagar in the violence at BJP chief Amit Shah's roadshow in Kolkata and traded barbs over building a new statue of the 19th-century Bengali icon.,0
" Projecting a united face, party leaders have maintained that both leaders hold different views over the issue and not much should be read into it. (Express Photo by Ashish Kale)\r\nEven as the NCP has upped the ante for the upcoming Assembly elections, party ch\u2026 [+3143 chars]',",1
" Delhi BJP chief Manoj Tiwari. (Express photo by Amit Mehra)\r\nBoosted by positive exit poll forecasts for the Lok Sabha elections, the BJP is now laying foundation for the assembly elections in the city in 2020, party leaders said Tuesday. To improve the party\u2026 [+1850 chars]',",0
" Congress general secretary Priyanka Gandhi Vadra has sent an audio message to party workers not to get \'demoralised\' by the exit polls and asked them to be vigilant until counting is over.\r\n""My dear sisters and brothers, don\'t get disheartened by rumours and \u2026 [+1091 chars]',",0
"COIMBATORE: Amma Makkal Munnetra Kazhagam (AMMK) candidate for Coimbatore Lok Sabha constituency N R Appadurai wrapped up his campaign at Ganapathi bus stand around noon on Tuesday, well ahead of the deadline. Earlier, he campaigned at Vadakovai, Kanappa Nagar and Rathinapuri.",0
"Stung by the repeated neglect of their long-pending demands, voters across several constituencies this time sent shivers down the spine of candidates by boycotting the Lok Sabha election. Be it the villagers of Central perched in the middle of the Kurangani hills in Theni constituency, three villages in Ramanathapuram or Animur in Namakkal, the message has been unambiguous.",0
" Election Commission of India on May 21 quashed allegations of discrepancies in handling and storage of EVMs in some districts of Uttar Pradesh, terming the claims baseless.",0
"  Mr Modi - seen here greeting crowds at his swearing in - retained his seat by a margin of nearly half a million votes\r\nNarendra Modi has been sworn in for a second term as India's prime minister after his party won a land\u2026 [+3142 chars]"",",0
" Mimi Chakaborty/ TwitterImage Chakraborty (L) and Jehan posed in front of parliament\r\nTwo Indian female film stars, recently elected as MPs, hit back after being trolled for wearing ""western clothes"" to their first day in parliament. \u2026 [+2016 chars]',",1
" The scheme has been tagged as a ""high profile publicity stunt"" by the Kejriwal governmet, however, some people have backed up the scheme remembering the 2012 gangrape. ""Such incidents will not take place if our public transport system is more welcoming toward\u2026 [+62 chars]",0
